id,ra,dec,maj_ax,min_ax
NGC7152,21:53:59.04,-29:17:20.7,1.27,0.31
NGC7153,21:54:35.41,-29:03:49.0,1.91,0.28
NGC7154,21:55:21.04,-34:48:50.9,2.26,1.91
NGC7155,21:56:09.73,-49:31:19.0,2.15,1.91
NGC7156,21:54:33.63,+02:56:34.9,1.4,1.22
NGC7157,21:56:56.70,-25:21:01.9,1.17,0.55
NGC7158,21:57:28.12,-11:35:33.1,,
NGC7159,21:56:25.61,+13:33:45.5,0.71,0.56
NGC7160,21:53:40.27,+62:36:11.9,4.2,
NGC7161,21:56:57.89,+02:54:58.4,,
NGC7162,21:59:39.13,-43:18:21.5,3.04,1.1
NGC7162A,22:00:35.75,-43:08:30.2,2.39,1.73
NGC7163,21:59:20.44,-31:52:59.4,2.17,1.04
NGC7164,21:56:23.64,+01:21:50.2,0.72,0.4
NGC7165,21:59:26.10,-16:30:44.4,1.12,0.92
NGC7166,22:00:32.92,-43:23:23.0,0.81,0.52
NGC7167,22:00:30.64,-24:37:57.4,1.83,1.3
NGC7168,22:02:07.40,-51:44:35.1,2.23,1.64
NGC7169,22:02:48.64,-47:41:52.2,1.08,0.56
NGC7170,22:01:26.26,-05:25:58.0,1.12,0.74
NGC7171,22:01:02.01,-13:16:11.1,2.37,1.22
NGC7172,22:02:01.89,-31:52:10.8,2.75,1.82
NGC7173,22:02:03.19,-31:58:25.3,1.88,1.53
NGC7174,22:02:06.45,-31:59:34.7,2.51,2.2
NGC7175,21:58:39.83,+54:48:22.9,4.5,
NGC7176,22:02:08.44,-31:59:23.1,1.15,0.92
NGC7177,22:00:41.24,+17:44:17.0,2.85,1.93
NGC7178,22:02:25.20,-35:47:25.3,1.17,0.45
NGC7179,22:04:49.32,-64:02:48.6,2.03,1.0
NGC7180,22:02:18.46,-20:32:51.9,1.66,0.77
NGC7181,22:01:43.49,-01:57:38.0,0.73,0.6
NGC7182,22:01:51.66,-02:11:47.7,0.79,0.43
NGC7183,22:02:21.62,-18:54:59.4,3.89,1.14
NGC7184,22:02:39.82,-20:48:46.2,5.98,1.26
NGC7185,22:02:56.75,-20:28:16.6,2.31,1.61
NGC7186,22:01:05.22,+35:04:43.8,,
NGC7187,22:02:44.56,-32:48:07.8,1.15,1.05
NGC7188,22:03:29.00,-20:19:04.7,1.76,0.74
NGC7189,22:03:16.00,+00:34:16.0,0.99,0.64
NGC7190,22:03:06.68,+11:11:57.5,0.96,0.48
NGC7191,22:06:51.79,-64:38:04.4,1.83,0.73
NGC7192,22:06:50.16,-64:18:58.5,2.42,2.31
NGC7193,22:03:01.56,+10:48:13.8,,
NGC7194,22:03:30.94,+12:38:12.4,1.31,0.89
NGC7195,22:03:30.28,+12:39:39.0,0.69,0.53
NGC7196,22:05:54.81,-50:07:09.6,2.76,2.06
NGC7197,22:02:58.05,+41:03:32.4,1.67,0.85
NGC7198,22:05:14.24,-00:38:53.8,0.98,0.75
NGC7199,22:08:29.84,-64:42:22.1,1.21,0.9
NGC7200,22:07:09.52,-49:59:43.7,1.28,1.0
NGC7201,22:06:31.93,-31:15:46.8,1.66,0.55
NGC7202,22:06:43.24,-31:13:04.4,,
NGC7203,22:06:43.88,-31:09:44.7,1.08,0.58
NGC7204,22:06:54.20,-31:03:05.0,1.6,
NGC7204A,22:06:54.00,-31:03:02.2,0.93,0.44
NGC7204B,22:06:55.26,-31:03:11.1,1.07,0.28
NGC7205,22:08:34.29,-57:26:33.3,3.7,1.71
NGC7205A,22:07:32.01,-57:27:50.5,1.15,0.84
NGC7206,22:05:40.89,+16:47:06.9,1.19,0.92
NGC7207,22:05:45.68,+16:46:03.9,0.66,0.26
NGC7208,22:08:24.42,-29:03:04.2,0.91,0.6
NGC7209,22:05:07.84,+46:29:00.7,6.0,
NGC7210,23:06:50.54,+28:10:44.5,,
NGC7211,22:06:21.87,-08:05:23.9,0.77,0.63
NGC7212,22:07:01.30,+10:13:52.0,1.35,0.46
NGC7213,22:09:16.31,-47:09:59.8,4.84,3.89
NGC7214,22:09:07.68,-27:48:34.1,1.94,1.35
NGC7215,22:08:34.48,+00:30:42.1,0.91,0.37
NGC7216,22:12:35.84,-68:39:42.7,1.61,1.1
NGC7217,22:07:52.39,+31:21:33.6,4.52,3.84
NGC7218,22:10:11.71,-16:39:39.6,2.55,1.07
NGC7219,22:13:09.02,-64:50:56.3,1.83,1.1
NGC7220,22:11:31.00,-22:57:10.3,0.9,0.72
NGC7221,22:11:15.25,-30:33:47.4,2.29,1.46
NGC7222,22:10:51.76,+02:06:20.9,1.07,1.06
NGC7223,22:10:09.16,+41:01:02.2,1.41,1.13
NGC7224,22:11:35.38,+25:51:52.2,1.51,0.91
NGC7225,22:13:08.07,-26:08:54.0,1.96,1.02
NGC7226,22:10:26.89,+55:23:54.9,3.0,
NGC7227,22:11:31.33,+38:43:16.9,1.24,0.59
NGC7228,22:11:48.60,+38:41:57.0,1.38,0.84
NGC7229,22:14:03.22,-29:22:57.9,1.46,1.25
NGC7230,22:14:13.19,-17:04:26.6,1.0,0.91
NGC7231,22:12:30.12,+45:19:42.5,1.69,0.6
NGC7232,22:15:38.00,-45:51:00.3,2.86,1.04
NGC7232A,22:13:41.44,-45:53:37.4,2.17,0.31
NGC7232B,22:15:52.45,-45:46:50.3,1.68,1.48
NGC7233,22:15:48.98,-45:50:47.2,1.74,1.55
NGC7234,22:12:25.02,+57:16:16.8,2.4,
NGC7235,22:12:25.02,+57:16:16.8,,
NGC7236,22:14:44.99,+13:50:47.5,1.38,0.81
NGC7237,22:14:46.88,+13:50:27.1,1.98,0.86
NGC7238,22:15:20.51,+22:31:09.2,,
NGC7239,22:15:01.40,-05:03:12.0,0.97,0.66
NGC7240,22:15:22.56,+37:16:50.4,0.6,0.6
NGC7241,22:15:49.87,+19:13:56.5,2.75,0.72
NGC7242,22:15:40.50,+37:18:02.0,1.4,
NGC7242 NED01,22:15:39.49,+37:17:55.4,1.23,0.31
NGC7242 NED02,22:15:41.57,+37:18:10.0,0.29,0.22
NGC7243,22:15:08.58,+49:53:51.0,15.0,
NGC7244,22:16:26.83,+16:28:17.2,0.91,0.46
NGC7245,22:15:11.51,+54:20:33.2,3.9,
NGC7246,22:17:42.68,-15:34:16.6,2.26,0.86
NGC7247,22:17:41.25,-23:43:51.7,1.28,0.67
NGC7248,22:16:53.94,+40:30:08.4,1.72,0.78
NGC7249,22:20:31.00,-55:07:29.5,0.97,0.69
NGC7250,22:18:17.80,+40:33:44.6,2.12,0.94
NGC7251,22:20:27.14,-15:46:24.8,1.67,1.48
NGC7252,22:20:44.75,-24:40:41.8,1.85,1.71
NGC7253,22:19:28.90,+29:23:30.0,2.6,
NGC7253A,22:19:27.71,+29:23:44.9,1.56,0.41
NGC7253B,22:19:30.10,+29:23:16.0,1.28,0.44
NGC7254,22:22:36.23,-21:44:14.0,1.3,0.64
NGC7255,22:23:08.00,-15:32:29.1,1.47,0.31
NGC7256,22:22:36.23,-21:44:14.0,,
NGC7257,22:22:36.44,-04:07:14.7,1.81,1.23
NGC7258,22:22:58.07,-28:20:42.5,1.54,0.65
NGC7259,22:23:05.52,-28:57:17.4,1.25,0.97
NGC7260,22:22:36.44,-04:07:14.7,,
NGC7261,22:20:06.39,+58:03:06.6,6.9,
NGC7262,22:23:28.54,-32:21:51.3,0.86,0.78
NGC7263,22:21:45.25,+36:21:00.0,0.94,0.76
NGC7264,22:22:13.78,+36:23:13.2,1.99,0.3
NGC7265,22:22:27.44,+36:12:34.6,2.48,1.79
NGC7266,22:23:58.96,-04:04:24.3,0.72,0.58
NGC7267,22:24:21.81,-33:41:38.7,1.73,1.5
NGC7268,22:25:41.40,-31:12:02.0,1.4,
NGC7268 NED01,22:25:40.72,-31:12:02.7,1.29,0.72
NGC7268 NED02,22:25:42.16,-31:12:00.0,1.0,0.44
NGC7269,22:25:46.63,-13:09:59.0,1.02,0.74
NGC7270,22:23:47.53,+32:24:10.9,0.93,0.55
NGC7271,22:23:57.59,+32:22:00.7,0.61,0.29
NGC7272,22:24:31.71,+16:35:17.4,1.09,0.97
NGC7273,22:24:09.23,+36:11:59.4,0.85,0.54
NGC7274,22:24:11.11,+36:07:33.1,1.83,1.52
NGC7275,22:24:17.23,+32:26:46.5,1.16,0.26
NGC7276,22:24:14.37,+36:05:15.2,1.0,0.85
NGC7277,22:26:10.94,-31:08:42.9,1.28,0.54
NGC7278,22:28:22.41,-60:10:11.4,0.76,0.38
NGC7279,22:27:12.66,-35:08:25.6,1.24,0.88
NGC7280,22:26:27.58,+16:08:53.6,2.01,1.29
NGC7281,22:25:20.98,+57:49:16.1,4.8,
NGC7282,22:25:53.86,+40:18:53.5,0.79,0.2
NGC7283,22:28:32.74,+17:28:13.2,0.87,0.38
NGC7284,22:28:35.93,-24:50:38.9,1.82,1.44
NGC7285,22:28:38.00,-24:50:26.8,2.68,1.54
NGC7286,22:27:50.52,+29:05:45.5,1.81,0.56
NGC7287,22:28:48.70,-22:12:09.0,0.7,
NGC7287A,22:28:48.49,-22:12:12.1,0.62,0.34
NGC7287B,22:28:48.69,-22:12:06.4,0.62,0.32
NGC7288,22:28:14.97,-02:53:04.4,1.92,1.01
NGC7289,22:29:20.25,-35:28:19.1,1.63,1.21
NGC7290,22:28:26.43,+17:08:50.8,1.49,0.72
NGC7291,22:28:29.50,+16:46:59.3,1.62,1.05
NGC7292,22:28:25.91,+30:17:32.3,1.82,1.22
NGC7293,22:29:38.57,-20:50:14.4,16.33,
NGC7294,22:32:08.06,-25:23:52.0,2.1,1.15
NGC7295,22:28:02.84,+52:17:20.7,2.7,
NGC7296,22:28:02.84,+52:17:20.7,,
NGC7297,22:31:10.28,-37:49:35.2,0.84,0.49
NGC7298,22:30:50.65,-14:11:17.7,1.28,1.0
NGC7299,22:31:33.11,-37:48:34.4,0.67,0.65
NGC7300,22:30:59.91,-14:00:12.7,2.06,0.8
NGC7301,22:30:34.72,-17:34:25.6,0.85,0.27
NGC7302,22:32:23.80,-14:07:13.9,1.73,1.09
NGC7303,22:31:32.83,+30:57:21.5,1.54,1.19
NGC7304,22:31:44.50,+30:58:46.8,,
NGC7305,22:32:13.94,+11:42:43.7,0.86,0.83
NGC7306,22:33:16.47,-27:14:47.8,1.81,0.79
NGC7307,22:33:52.54,-40:55:57.8,3.83,0.87
NGC7308,22:34:32.14,-12:56:01.9,1.27,0.92
NGC7309,22:34:20.59,-10:21:25.2,2.08,1.86
NGC7310,22:34:36.91,-22:29:06.3,0.95,0.73
NGC7311,22:34:06.71,+05:34:11.6,1.47,0.68
NGC7312,22:34:34.79,+05:49:02.5,0.93,0.63
NGC7313,22:35:32.56,-26:06:06.4,0.7,0.42
NGC7314,22:35:46.19,-26:03:01.7,4.21,1.71
NGC7315,22:35:31.71,+34:48:12.2,1.58,1.58
NGC7316,22:35:56.34,+20:19:20.1,1.19,1.01
NGC7317,22:35:51.88,+33:56:41.6,0.8,0.77
NGC7318,22:35:57.60,+33:57:56.0,2.5,
NGC7318A,22:35:56.75,+33:57:55.7,1.47,1.33
NGC7318B,22:35:58.41,+33:57:57.3,2.37,1.32
NGC7319,22:36:03.55,+33:58:32.6,1.67,1.04
NGC7320,22:36:03.38,+33:56:53.2,2.55,1.4
NGC7320C,22:36:20.37,+33:59:05.9,0.59,0.48
NGC7321,22:36:28.02,+21:37:18.5,1.41,0.97
NGC7322,22:37:51.46,-37:13:52.3,1.04,0.62
NGC7323,22:36:53.69,+19:08:37.9,1.17,0.87
NGC7324,22:37:00.92,+19:08:46.5,1.14,0.63
NGC7325,22:36:48.52,+34:22:04.9,,
NGC7326,22:36:52.09,+34:25:23.2,,
NGC7327,22:36:34.04,+34:30:13.0,0.51,0.29
NGC7328,22:37:29.28,+10:31:53.7,1.95,0.67
NGC7329,22:40:24.22,-66:28:44.3,3.12,2.37
NGC7330,22:36:56.18,+38:32:53.0,1.71,1.59
NGC7331,22:37:04.01,+34:24:55.9,9.27,3.76
NGC7332,22:37:24.54,+23:47:54.0,2.95,0.71
NGC7333,22:37:11.64,+34:26:16.2,,
NGC7334,22:37:51.46,-37:13:52.3,,
NGC7335,22:37:19.39,+34:26:51.9,1.26,0.54
NGC7336,22:37:21.94,+34:28:54.3,0.61,0.47
NGC7337,22:37:26.62,+34:22:27.5,1.02,0.8
NGC7338,22:37:31.32,+34:24:52.1,,
NGC7339,22:37:47.24,+23:47:12.1,3.21,0.95
NGC7340,22:37:44.22,+34:24:36.0,0.86,0.55
NGC7341,22:39:05.54,-22:40:00.0,2.39,0.95
NGC7342,22:38:13.15,+35:29:55.9,1.31,1.25
NGC7343,22:38:37.86,+34:04:17.2,0.91,0.73
NGC7344,22:39:36.25,-04:09:32.3,1.23,0.55
NGC7345,22:38:44.86,+35:32:26.1,1.09,0.19
NGC7346,22:39:35.45,+11:05:00.0,0.38,0.28
NGC7347,22:39:56.17,+11:01:39.2,1.55,0.34
NGC7348,22:40:36.28,+11:54:22.4,1.01,0.58
NGC7349,22:41:14.90,-21:47:54.6,1.2,0.41
NGC7350,22:40:48.56,+12:00:23.5,,
NGC7351,22:41:26.94,-04:26:41.0,1.6,0.84
NGC7352,22:39:43.70,+57:23:39.7,,
NGC7353,22:42:12.51,+11:52:38.3,0.65,0.47
NGC7354,22:40:19.61,+61:17:05.4,0.38,
NGC7355,22:43:30.56,-36:51:54.6,1.04,0.44
NGC7356,22:42:02.35,+30:42:31.7,1.26,0.58
NGC7357,22:42:23.94,+30:10:16.9,0.58,0.37
NGC7358,22:45:36.44,-65:07:18.6,2.13,0.69
NGC7359,22:44:48.00,-23:41:17.1,2.18,0.5
NGC7360,22:43:33.95,+04:09:04.2,0.81,0.42
NGC7361,22:42:17.91,-30:03:27.6,3.14,0.85
NGC7362,22:43:49.28,+08:42:19.6,1.3,0.89
NGC7363,22:43:19.91,+34:00:05.4,0.86,0.86
NGC7364,22:44:24.37,-00:09:43.5,1.65,1.12
NGC7365,22:45:10.04,-19:57:07.3,1.79,1.08
NGC7366,22:44:26.63,+10:46:52.9,0.34,0.34
NGC7367,22:44:34.45,+03:38:47.0,1.43,0.37
NGC7368,22:45:31.68,-39:20:30.6,2.85,0.56
NGC7369,22:44:12.30,+34:21:04.4,0.86,0.73
NGC7370,22:45:37.23,+11:03:28.1,0.65,0.49
NGC7371,22:46:03.74,-11:00:04.1,2.09,1.92
NGC7372,22:45:46.00,+11:07:51.0,1.01,0.73
NGC7373,22:46:19.41,+03:12:36.2,1.04,0.55
NGC7374,22:46:00.95,+10:51:13.0,0.87,0.71
NGC7374B,22:45:59.19,+10:52:03.0,0.78,0.46
NGC7375,22:46:32.04,+21:05:01.1,0.92,0.67
NGC7376,22:47:17.38,+03:38:44.1,0.69,0.44
NGC7377,22:47:47.50,-22:18:43.6,3.92,3.13
NGC7378,22:47:47.70,-11:48:59.9,1.52,0.85
NGC7379,22:47:32.95,+40:14:19.7,1.25,0.92
NGC7380,22:47:21.01,+58:07:56.7,25.0,20.0
NGC7381,22:50:08.15,-19:43:30.4,0.68,0.47
NGC7382,22:50:23.92,-36:51:26.3,0.74,0.3
NGC7383,22:49:35.62,+11:33:23.0,0.86,0.73
NGC7384,22:49:42.55,+11:29:14.8,,
NGC7385,22:49:54.59,+11:36:30.8,1.93,1.19
NGC7386,22:50:02.15,+11:41:54.1,2.04,1.3
NGC7387,22:50:17.64,+11:38:12.2,1.0,0.63
NGC7388,22:50:21.02,+11:42:39.4,,
NGC7389,22:50:16.05,+11:33:58.3,1.45,0.71
NGC7390,22:50:19.62,+11:31:51.7,0.82,0.65
NGC7391,22:50:36.13,-01:32:41.4,1.49,1.29
NGC7392,22:51:48.74,-20:36:29.1,2.24,1.19
NGC7393,22:51:38.09,-05:33:26.3,2.04,0.6
NGC7394,22:50:07.68,+52:10:48.4,,
NGC7395,22:51:02.93,+37:05:16.1,1.15,1.04
NGC7396,22:52:22.64,+01:05:32.6,1.77,1.03
NGC7397,22:52:46.70,+01:07:58.0,0.71,0.47
NGC7398,22:52:49.27,+01:12:04.0,1.05,0.7
NGC7399,22:52:39.26,-09:16:04.0,1.13,0.73
NGC7400,22:54:20.82,-45:20:49.3,2.42,0.57
NGC7401,22:52:58.56,+01:08:33.6,0.75,0.47
NGC7402,22:53:04.48,+01:08:40.0,0.42,0.29
NGC7403,22:53:06.40,+01:28:57.8,,
NGC7404,22:54:18.61,-39:18:53.8,1.63,0.93
NGC7405,22:52:57.17,+12:35:37.0,0.33,0.23
NGC7406,22:53:56.24,-06:34:45.3,0.92,0.65
NGC7407,22:53:20.88,+32:07:50.4,1.67,0.79
NGC7408,22:55:56.86,-63:41:41.0,1.91,0.7
NGC7409,22:53:48.12,+20:12:37.4,0.58,0.45
NGC7410,22:55:00.95,-39:39:40.8,6.01,1.77
NGC7411,22:54:34.92,+20:14:10.2,1.0,0.9
NGC7412,22:55:45.75,-42:38:31.3,3.79,2.79
NGC7412A,22:57:09.00,-42:48:16.1,0.59,0.42
NGC7413,22:55:03.10,+13:13:13.7,1.14,0.8
NGC7414,22:55:24.42,+13:14:53.8,0.62,0.28
NGC7415,22:54:53.62,+20:15:41.6,0.82,0.21
NGC7416,22:55:41.70,-05:29:43.2,3.08,0.6
NGC7417,22:57:49.51,-65:02:18.8,2.21,1.45
NGC7418,22:56:36.16,-37:01:48.3,3.66,2.83
NGC7418A,22:56:41.25,-36:46:21.8,1.75,0.88
NGC7419,22:54:20.06,+60:48:55.9,4.08,
NGC7420,22:55:32.05,+29:48:18.0,0.85,0.77
NGC7421,22:56:54.33,-37:20:50.1,2.38,1.95
NGC7422,22:56:12.38,+03:55:36.4,0.83,0.63
NGC7423,22:55:08.54,+57:05:48.9,3.6,
NGC7424,22:57:18.37,-41:04:14.1,5.01,2.69
NGC7425,22:57:15.54,-10:57:00.0,0.97,0.59
NGC7426,22:56:02.86,+36:21:40.9,1.57,1.22
NGC7427,22:57:09.92,+08:30:20.1,0.58,0.5
NGC7428,22:57:19.53,-01:02:56.4,0.91,0.83
NGC7429,22:56:00.60,+59:58:25.9,4.5,
NGC7430,22:57:29.72,+08:47:39.5,0.6,0.27
NGC7431,22:57:38.69,+26:09:51.5,0.26,0.2
NGC7432,22:58:01.94,+13:08:04.2,1.57,0.92
NGC7433,22:57:51.71,+26:09:43.8,0.78,0.3
NGC7434,22:58:21.45,-01:11:02.2,0.61,0.3
NGC7435,22:57:54.47,+26:08:19.9,1.31,0.42
NGC7436,22:57:56.90,+26:09:00.0,1.2,
NGC7436A,22:57:56.17,+26:08:59.9,0.72,0.25
NGC7436B,22:57:57.54,+26:08:59.8,1.95,1.48
NGC7437,22:58:10.06,+14:18:30.6,1.71,1.64
NGC7438,22:57:20.37,+54:18:33.5,5.7,
NGC7439,22:58:09.96,+29:13:42.3,1.03,0.56
NGC7440,22:58:32.54,+35:48:08.7,1.16,0.93
NGC7441,22:56:41.38,-07:22:44.6,1.29,0.77
NGC7442,22:59:26.55,+15:32:54.2,1.01,0.95
NGC7443,23:00:08.85,-12:48:28.4,1.73,0.69
NGC7444,23:00:08.96,-12:50:03.4,1.45,0.58
NGC7445,22:59:22.44,+39:06:27.1,0.67,0.17
NGC7446,22:59:29.00,+39:04:58.4,1.26,1.14
NGC7447,23:00:26.08,-10:31:40.8,,
NGC7448,23:00:03.59,+15:58:49.2,2.07,0.81
NGC7449,22:59:37.64,+39:08:45.1,1.02,0.8
NGC7450,23:00:47.82,-12:55:06.7,1.54,1.46
NGC7451,23:00:40.86,+08:28:04.5,1.11,0.54
NGC7452,23:00:47.50,+06:44:43.9,0.51,0.37
NGC7453,23:01:25.41,-06:21:23.4,,
NGC7454,23:01:06.51,+16:23:18.1,1.54,0.75
NGC7455,23:00:40.97,+07:18:11.0,0.7,0.4
NGC7456,23:02:10.42,-39:34:09.8,5.15,1.76
NGC7457,23:00:59.93,+30:08:41.8,3.95,2.25
NGC7458,23:01:28.64,+01:45:12.2,1.03,0.82
NGC7459,23:00:59.90,+06:45:00.0,1.0,
NGC7459 NED01,23:00:59.64,+06:44:57.9,1.32,0.78
NGC7459 NED02,23:01:00.21,+06:45:03.9,0.27,0.23
NGC7460,23:01:42.91,+02:15:49.0,1.14,0.81
NGC7461,23:01:48.33,+15:34:56.9,0.94,0.83
NGC7462,23:02:46.49,-40:50:06.9,4.99,0.84
NGC7463,23:01:51.98,+15:58:54.7,1.58,0.44
NGC7464,23:01:53.70,+15:58:25.5,0.52,0.49
NGC7465,23:02:00.97,+15:57:53.2,1.06,0.64
NGC7466,23:02:03.43,+27:03:09.5,1.54,0.59
NGC7467,23:02:27.48,+15:33:14.7,0.81,0.58
NGC7468,23:02:59.26,+16:36:18.9,0.82,0.67
NGC7469,23:03:15.62,+08:52:26.4,1.38,1.21
NGC7470,23:05:14.06,-50:06:41.7,1.55,1.02
NGC7471,23:03:53.82,-22:54:24.9,,
NGC7472,23:05:38.61,+03:03:33.3,0.75,0.49
NGC7473,23:03:57.09,+30:09:36.5,1.09,0.49
NGC7474,23:04:04.43,+20:04:01.9,0.79,0.62
NGC7475,23:04:10.90,+20:04:52.1,1.3,
NGC7475 NED01,23:04:10.25,+20:04:46.2,1.41,0.91
NGC7475 NED02,23:04:11.63,+20:05:06.1,0.45,0.45
NGC7476,23:05:11.87,-43:05:57.7,1.33,1.06
NGC7477,23:04:40.66,+03:07:04.8,0.38,0.17
NGC7478,23:04:56.61,+02:34:40.0,0.43,0.38
NGC7479,23:04:56.65,+12:19:22.4,3.65,2.72
NGC7480,23:05:13.62,+02:32:57.9,1.32,0.27
NGC7481,23:05:51.62,-19:56:22.8,,
NGC7482,23:05:38.61,+03:03:33.3,,
NGC7483,23:05:48.29,+03:32:42.4,1.43,0.83
NGC7484,23:07:04.91,-36:16:31.3,1.09,1.0
NGC7485,23:06:04.86,+34:06:27.7,1.51,0.76
NGC7486,23:06:12.98,+34:06:05.4,,
NGC7487,23:06:50.54,+28:10:44.5,1.8,1.14
NGC7488,23:07:48.95,+00:56:25.9,0.62,0.41
NGC7489,23:07:32.71,+22:59:52.8,1.22,0.65
NGC7490,23:07:25.17,+32:22:30.2,1.81,1.76
NGC7491,23:08:05.98,-05:58:00.0,0.84,0.58
NGC7492,23:08:26.68,-15:36:41.3,3.0,
NGC7493,23:08:31.63,+00:54:36.0,,
NGC7494,23:08:58.58,-24:22:10.5,0.87,0.65
NGC7495,23:08:57.18,+12:02:52.9,1.61,1.44
NGC7496,23:09:47.29,-43:25:40.6,3.4,2.17
NGC7496A,23:12:23.28,-43:46:41.5,1.44,1.23
NGC7497,23:09:03.41,+18:10:37.9,2.75,0.97
NGC7498,23:09:56.20,-24:25:30.2,0.95,0.44
NGC7499,23:10:22.39,+07:34:50.4,1.55,0.86
NGC7500,23:10:29.81,+11:00:44.3,1.51,1.03
NGC7501,23:10:30.42,+07:35:20.5,1.02,0.9
NGC7502,23:10:19.79,-21:44:15.3,,
NGC7503,23:10:42.28,+07:34:03.7,0.95,0.84
NGC7504,23:10:41.17,+14:23:10.7,,
NGC7505,23:11:00.65,+13:37:53.6,1.0,0.39
NGC7506,23:11:40.98,-02:09:36.1,1.25,0.61
NGC7507,23:12:07.59,-28:32:22.6,3.33,3.2
NGC7508,23:11:49.19,+12:56:25.5,0.81,0.26
NGC7509,23:12:21.41,+14:36:33.7,1.32,1.22
NGC7510,23:11:03.78,+60:34:15.2,3.9,
NGC7511,23:12:26.29,+13:43:35.7,1.01,0.51
NGC7512,23:12:20.93,+31:07:32.2,1.9,1.12
NGC7513,23:13:14.03,-28:21:27.0,3.19,1.92
NGC7514,23:12:25.86,+34:52:53.4,1.3,0.89
NGC7515,23:12:48.67,+12:40:45.4,1.65,1.43
NGC7516,23:12:51.86,+20:14:54.3,1.26,0.91
NGC7517,23:13:13.83,-02:06:01.5,0.57,0.35
NGC7518,23:13:12.73,+06:19:18.0,1.26,0.75
NGC7519,23:13:11.24,+10:46:19.8,1.11,0.83
NGC7520,23:13:44.88,-23:47:39.1,,
NGC7521,23:13:35.35,-01:43:53.4,0.52,0.4
NGC7522,23:15:36.40,-22:53:41.5,,
NGC7523,23:13:34.72,+13:59:12.5,1.32,0.29
NGC7524,23:13:46.55,-01:43:48.3,0.81,0.25
NGC7525,23:13:40.36,+14:01:22.7,0.9,
NGC7525 NED01,23:13:40.27,+14:01:27.8,0.12,0.1
NGC7525 NED02,23:13:40.50,+14:01:15.6,0.79,0.69
NGC7526,23:14:02.33,-09:13:17.9,,
NGC7527,23:13:41.77,+24:54:08.2,1.2,0.79
NGC7528,23:14:20.26,+10:13:53.2,0.65,0.48
NGC7529,23:14:03.19,+08:59:33.0,0.8,0.73
NGC7530,23:14:11.83,-02:46:45.6,0.95,0.38
NGC7531,23:14:48.50,-43:35:59.8,4.11,1.72
NGC7532,23:14:22.23,-02:43:41.5,1.32,0.42
NGC7533,23:14:22.08,-02:02:01.4,0.66,0.22
NGC7534,23:14:26.68,-02:41:53.7,0.99,0.52
NGC7535,23:14:12.77,+13:34:54.8,1.46,1.44
NGC7536,23:14:13.18,+13:25:35.0,1.59,0.7
NGC7537,23:14:34.50,+04:29:54.1,1.84,0.48
NGC7538,23:13:38.63,+61:30:44.6,8.0,7.0
NGC7539,23:14:29.44,+23:41:05.4,1.16,0.95
NGC7540,23:14:36.07,+15:57:01.1,0.66,0.48
NGC7541,23:14:43.89,+04:32:03.7,3.03,1.0
NGC7542,23:14:41.63,+10:38:35.7,0.95,0.65
NGC7543,23:14:34.58,+28:19:38.0,1.39,0.95
NGC7544,23:14:56.98,-02:11:57.6,0.75,0.27
NGC7545,23:15:32.10,-38:32:08.1,1.28,0.78
NGC7546,23:15:05.64,-02:19:29.1,0.66,0.53
NGC7547,23:15:03.40,+18:58:24.4,1.06,0.44
NGC7548,23:15:11.11,+25:16:55.0,1.06,0.88
NGC7549,23:15:17.23,+19:02:30.1,1.85,0.75
NGC7550,23:15:16.01,+18:57:42.5,1.45,1.41
NGC7551,23:15:22.03,+15:56:27.6,0.62,0.47
NGC7552,23:16:10.76,-42:35:05.1,3.88,3.58
NGC7553,23:15:33.09,+19:02:53.4,0.69,0.52
NGC7554,23:15:41.34,-02:22:43.0,0.98,0.73
NGC7555,23:15:30.85,+12:34:22.3,,
NGC7556,23:15:44.47,-02:22:53.4,2.15,1.34
NGC7556A,23:15:43.73,-02:23:08.0,0.28,0.2
NGC7557,23:15:39.77,+06:42:30.0,0.68,0.62
NGC7558,23:15:38.23,+18:55:10.9,0.89,0.71
NGC7559,23:15:46.30,+13:17:38.0,1.5,
NGC7559A,23:15:45.99,+13:17:49.0,0.6,0.43
NGC7559B,23:15:46.56,+13:17:25.0,1.29,1.17
NGC7560,23:15:53.76,+04:29:45.1,,
NGC7561,23:15:57.42,+04:31:21.8,,
NGC7562,23:15:57.50,+06:41:15.1,2.18,1.59
NGC7562A,23:16:01.46,+06:39:08.2,1.32,0.32
NGC7563,23:15:55.93,+13:11:46.0,1.53,0.92
NGC7564,23:16:01.19,+07:20:53.0,,
NGC7565,23:16:19.81,-00:03:31.0,,
NGC7566,23:16:37.43,-02:19:50.0,1.58,0.65
NGC7567,23:16:10.28,+15:51:00.1,0.91,0.26
NGC7568,23:16:24.87,+24:29:49.3,0.9,0.6
NGC7569,23:16:44.55,+08:54:19.6,0.96,0.62
NGC7570,23:16:44.67,+13:28:58.8,1.58,0.8
NGC7571,23:18:30.26,+18:41:19.5,1.2,0.91
NGC7572,23:16:50.37,+18:28:59.4,1.01,0.5
NGC7573,23:16:26.35,-22:09:15.8,1.24,0.9
NGC7574,23:16:24.87,+24:29:49.3,,
NGC7575,23:17:20.87,+05:39:38.8,0.77,0.4
NGC7576,23:17:22.74,-04:43:40.3,1.0,0.69
NGC7577,23:17:17.10,+07:21:55.5,0.38,0.27
